Vaccine,Dose,Geography Type,Geography,Birth Year/Birth Cohort,Dimension Type,Dimension,Estimate (%),95% CI (%),Sample Size
≥1 Dose Varicella,,States/Local Areas,North Carolina,2016-2019,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",95.1,89.6 to 100.0,143
≥1 Dose Varicella,,States/Local Areas,North Dakota,2016-2019,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",84.9,76.6 to 93.1,120
≥1 Dose Varicella,,States/Local Areas,Ohio,2016-2019,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",88,78.9 to 97.0,138
≥1 Dose Varicella,,States/Local Areas,Oklahoma,2016-2019,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",84.3,78.8 to 89.9,247
≥1 Dose Varicella,,States/Local Areas,Oregon,2016-2019,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",88.8,82.1 to 95.5,150
≥1 Dose Varicella,,States/Local Areas,PA-Philadelphia,2016-2019,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",87.1,79.0 to 95.2,117
≥1 Dose Varicella,,States/Local Areas,PA-Rest of state,2016-2019,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",96.2,92.1 to 100.0,206
≥1 Dose Varicella,,States/Local Areas,Pennsylvania,2016-2019,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",94.9,91.1 to 98.6,323
≥1 Dose Varicella,,States/Local Areas,Rhode Island,2016-2019,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",93.3,85.5 to 100.0,86
≥1 Dose Varicella,,States/Local Areas,South Carolina,2016-2019,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",86.7,77.1 to 96.3,90
≥1 Dose Varicella,,States/Local Areas,South Dakota,2016-2019,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",89.4,83.2 to 95.6,190
≥1 Dose Varicella,,States/Local Areas,TX-Bexar County,2016-2019,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",82.6,71.6 to 93.6,66
≥1 Dose Varicella,,States/Local Areas,TX-City of Houston,2016-2019,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",88.6,77.9 to 99.3,86
≥1 Dose Varicella,,States/Local Areas,TX-Rest of state,2016-2019,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",89.8,85.2 to 94.4,315
≥1 Dose Varicella,,States/Local Areas,Tennessee,2016-2019,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",86.9,78.8 to 95.1,95
≥1 Dose Varicella,,States/Local Areas,Texas,2016-2019,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",89.2,85.2 to 93.1,517
≥1 Dose Varicella,,States/Local Areas,Utah,2016-2019,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",91.6,84.2 to 98.9,87
≥1 Dose Varicella,,States/Local Areas,Vermont,2016-2019,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",88.6,80.1 to 97.0,78
≥1 Dose Varicella,,States/Local Areas,Virginia,2016-2019,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",90.9,83.9 to 97.8,300
≥1 Dose Varicella,,States/Local Areas,Washington,2016-2019,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",88.9,83.2 to 94.5,317
≥1 Dose Varicella,,States/Local Areas,West Virginia,2016-2019,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",85.3,77.0 to 93.6,65
≥1 Dose Varicella,,States/Local Areas,Wisconsin,2016-2019,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",87.1,77.8 to 96.4,116
≥1 Dose Varicella,,States/Local Areas,Wyoming,2016-2019,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",89.6,81.5 to 97.7,66
≥1 Dose Varicella,,States/Local Areas,Alabama,2016-2019,Insurance Coverage,Private Insurance Only,93.5,90.3 to 96.7,454
≥1 Dose Varicella,,States/Local Areas,Alaska,2016-2019,Insurance Coverage,Private Insurance Only,90.4,87.1 to 93.7,450
≥1 Dose Varicella,,States/Local Areas,Arizona,2016-2019,Insurance Coverage,Private Insurance Only,93.5,91.2 to 95.8,547
≥1 Dose Varicella,,States/Local Areas,Arkansas,2016-2019,Insurance Coverage,Private Insurance Only,91.6,87.8 to 95.5,528
≥1 Dose Varicella,,States/Local Areas,California,2016-2019,Insurance Coverage,Private Insurance Only,91.6,88.3 to 94.9,1171
≥1 Dose Varicella,,States/Local Areas,Colorado,2016-2019,Insurance Coverage,Private Insurance Only,93.9,90.7 to 97.0,624
≥1 Dose Varicella,,States/Local Areas,Connecticut,2016-2019,Insurance Coverage,Private Insurance Only,94.8,92.2 to 97.4,595
≥1 Dose Varicella,,States/Local Areas,Delaware,2016-2019,Insurance Coverage,Private Insurance Only,95.9,93.7 to 98.1,452
≥1 Dose Varicella,,States/Local Areas,District of Columbia,2016-2019,Insurance Coverage,Private Insurance Only,93,90.7 to 95.4,792
≥1 Dose Varicella,,States/Local Areas,Florida,2016-2019,Insurance Coverage,Private Insurance Only,93.7,90.6 to 96.7,671
≥1 Dose Varicella,,States/Local Areas,Georgia,2016-2019,Insurance Coverage,Private Insurance Only,93.5,90.4 to 96.5,629
≥1 Dose Varicella,,States/Local Areas,Hawaii,2016-2019,Insurance Coverage,Private Insurance Only,87.4,83.8 to 90.9,535
≥1 Dose Varicella,,States/Local Areas,IL-City of Chicago,2016-2019,Insurance Coverage,Private Insurance Only,97.4,95.5 to 99.2,333
≥1 Dose Varicella,,States/Local Areas,IL-Rest of state,2016-2019,Insurance Coverage,Private Insurance Only,94,92.0 to 96.0,851
≥1 Dose Varicella,,States/Local Areas,Idaho,2016-2019,Insurance Coverage,Private Insurance Only,92.6,90.1 to 95.2,741
≥1 Dose Varicella,,States/Local Areas,Illinois,2016-2019,Insurance Coverage,Private Insurance Only,94.7,93.0 to 96.3,1184
≥1 Dose Varicella,,States/Local Areas,Indiana,2016-2019,Insurance Coverage,Private Insurance Only,93.1,90.6 to 95.5,519
≥1 Dose Varicella,,States/Local Areas,Iowa,2016-2019,Insurance Coverage,Private Insurance Only,95.1,92.8 to 97.4,469
≥1 Dose Varicella,,States/Local Areas,Kansas,2016-2019,Insurance Coverage,Private Insurance Only,93.6,91.0 to 96.2,749
≥1 Dose Varicella,,States/Local Areas,Kentucky,2016-2019,Insurance Coverage,Private Insurance Only,92.3,89.0 to 95.5,467
≥1 Dose Varicella,,States/Local Areas,Louisiana,2016-2019,Insurance Coverage,Private Insurance Only,93.9,90.4 to 97.3,609
≥1 Dose Varicella,,States/Local Areas,Maine,2016-2019,Insurance Coverage,Private Insurance Only,95.5,93.0 to 98.0,522
≥1 Dose Varicella,,States/Local Areas,Maryland,2016-2019,Insurance Coverage,Private Insurance Only,93.6,91.4 to 95.9,1716
≥1 Dose Varicella,,States/Local Areas,Massachusetts,2016-2019,Insurance Coverage,Private Insurance Only,96.6,94.8 to 98.3,895
≥1 Dose Varicella,,States/Local Areas,Michigan,2016-2019,Insurance Coverage,Private Insurance Only,94.9,92.9 to 97.0,808
≥1 Dose Varicella,,States/Local Areas,Minnesota,2016-2019,Insurance Coverage,Private Insurance Only,93.5,90.4 to 96.7,721
≥1 Dose Varicella,,States/Local Areas,Mississippi,2016-2019,Insurance Coverage,Private Insurance Only,92.1,89.1 to 95.2,541
≥1 Dose Varicella,,States/Local Areas,Missouri,2016-2019,Insurance Coverage,Private Insurance Only,92.8,90.0 to 95.6,793
≥1 Dose Varicella,,States/Local Areas,Montana,2016-2019,Insurance Coverage,Private Insurance Only,90.1,86.8 to 93.5,493
≥1 Dose Varicella,,States/Local Areas,NY-City of New York,2016-2019,Insurance Coverage,Private Insurance Only,93.1,90.4 to 95.8,757
≥1 Dose Varicella,,States/Local Areas,NY-Rest of state,2016-2019,Insurance Coverage,Private Insurance Only,95.4,93.0 to 97.9,557
≥1 Dose Varicella,,States/Local Areas,Nebraska,2016-2019,Insurance Coverage,Private Insurance Only,95.4,93.4 to 97.5,597
≥1 Dose Varicella,,States/Local Areas,Nevada,2016-2019,Insurance Coverage,Private Insurance Only,89.8,86.4 to 93.3,659
≥1 Dose Varicella,,States/Local Areas,New Hampshire,2016-2019,Insurance Coverage,Private Insurance Only,94,91.4 to 96.6,563
≥1 Dose Varicella,,States/Local Areas,New Jersey,2016-2019,Insurance Coverage,Private Insurance Only,91.5,88.6 to 94.5,695
≥1 Dose Varicella,,States/Local Areas,New Mexico,2016-2019,Insurance Coverage,Private Insurance Only,93.2,90.2 to 96.1,555
≥1 Dose Varicella,,States/Local Areas,New York,2016-2019,Insurance Coverage,Private Insurance Only,94.5,92.7 to 96.3,1314
DTaP,≥3 Doses,States/Local Areas,Kansas,2016-2019,Insurance Coverage,Other,93.4,88.0 to 98.9,177
DTaP,≥3 Doses,States/Local Areas,Maryland,2016-2019,Insurance Coverage,Other,96.6,93.2 to 100.0,52
DTaP,≥4 Doses,States/Local Areas,Florida,2016-2019,Race and Ethnicity,"Black, Non-Hispanic",82.9,73.6 to 92.2,88
DTaP,≥4 Doses,States/Local Areas,Georgia,2016-2019,Race and Ethnicity,"Black, Non-Hispanic",67.8,59.1 to 76.5,212
DTaP,≥4 Doses,States/Local Areas,IL-City of Chicago,2016-2019,Race and Ethnicity,"Black, Non-Hispanic",73.7,63.8 to 83.5,103
DTaP,≥4 Doses,States/Local Areas,IL-Rest of state,2016-2019,Race and Ethnicity,"Black, Non-Hispanic",67,53.8 to 80.3,67
DTaP,≥4 Doses,States/Local Areas,Illinois,2016-2019,Race and Ethnicity,"Black, Non-Hispanic",70.4,62.2 to 78.7,170
DTaP,≥4 Doses,States/Local Areas,Indiana,2016-2019,Race and Ethnicity,"Black, Non-Hispanic",73.7,61.2 to 86.2,78
DTaP,≥4 Doses,States/Local Areas,Iowa,2016-2019,Race and Ethnicity,"Black, Non-Hispanic",72.3,54.4 to 90.2,30
DTaP,≥4 Doses,States/Local Areas,Kansas,2016-2019,Race and Ethnicity,"Black, Non-Hispanic",68.2,51.8 to 84.6,48
DTaP,≥4 Doses,States/Local Areas,Kentucky,2016-2019,Race and Ethnicity,"Black, Non-Hispanic",84.8,70.4 to 99.2,51
DTaP,≥4 Doses,States/Local Areas,Louisiana,2016-2019,Race and Ethnicity,"Black, Non-Hispanic",68.7,60.7 to 76.8,236
DTaP,≥4 Doses,States/Local Areas,Maryland,2016-2019,Race and Ethnicity,"Black, Non-Hispanic",81.1,75.9 to 86.3,471
DTaP,≥4 Doses,States/Local Areas,Massachusetts,2016-2019,Race and Ethnicity,"Black, Non-Hispanic",86.1,72.3 to 99.9,44
DTaP,≥4 Doses,States/Local Areas,Michigan,2016-2019,Race and Ethnicity,"Black, Non-Hispanic",65.2,54.0 to 76.5,106
DTaP,≥4 Doses,States/Local Areas,Minnesota,2016-2019,Race and Ethnicity,"Black, Non-Hispanic",59.4,42.7 to 76.0,56
DTaP,≥4 Doses,States/Local Areas,Mississippi,2016-2019,Race and Ethnicity,"Black, Non-Hispanic",77.8,71.4 to 84.2,245
DTaP,≥4 Doses,States/Local Areas,Missouri,2016-2019,Race and Ethnicity,"Black, Non-Hispanic",70.2,58.4 to 82.0,91
DTaP,≥4 Doses,States/Local Areas,NY-City of New York,2016-2019,Race and Ethnicity,"Black, Non-Hispanic",81.8,74.2 to 89.5,154
DTaP,≥4 Doses,States/Local Areas,NY-Rest of state,2016-2019,Race and Ethnicity,"Black, Non-Hispanic",71.2,52.9 to 89.4,44
DTaP,≥4 Doses,States/Local Areas,Nevada,2016-2019,Race and Ethnicity,"Black, Non-Hispanic",63.7,49.6 to 77.8,71
DTaP,≥4 Doses,States/Local Areas,New Jersey,2016-2019,Race and Ethnicity,"Black, Non-Hispanic",68.3,53.2 to 83.4,59
DTaP,≥4 Doses,States/Local Areas,New York,2016-2019,Race and Ethnicity,"Black, Non-Hispanic",78.9,71.1 to 86.6,198
DTaP,≥4 Doses,States/Local Areas,North Carolina,2016-2019,Race and Ethnicity,"Black, Non-Hispanic",75.6,65.2 to 85.9,109
DTaP,≥4 Doses,States/Local Areas,Ohio,2016-2019,Race and Ethnicity,"Black, Non-Hispanic",65.7,52.7 to 78.7,91
DTaP,≥4 Doses,States/Local Areas,PA-Philadelphia,2016-2019,Race and Ethnicity,"Black, Non-Hispanic",84.5,79.2 to 89.8,253
DTaP,≥4 Doses,States/Local Areas,PA-Rest of state,2016-2019,Race and Ethnicity,"Black, Non-Hispanic",81.1,69.8 to 92.5,92
DTaP,≥4 Doses,States/Local Areas,Pennsylvania,2016-2019,Race and Ethnicity,"Black, Non-Hispanic",82.7,75.9 to 89.5,345
DTaP,≥4 Doses,States/Local Areas,Rhode Island,2016-2019,Race and Ethnicity,"Black, Non-Hispanic",81.2,67.8 to 94.7,39
DTaP,≥4 Doses,States/Local Areas,South Carolina,2016-2019,Race and Ethnicity,"Black, Non-Hispanic",83,75.5 to 90.6,124
DTaP,≥4 Doses,States/Local Areas,TX-Bexar County,2016-2019,Race and Ethnicity,"Black, Non-Hispanic",70.4,52.1 to 88.7,38
DTaP,≥4 Doses,States/Local Areas,TX-City of Houston,2016-2019,Race and Ethnicity,"Black, Non-Hispanic",69,57.0 to 81.0,86
DTaP,≥4 Doses,States/Local Areas,TX-Dallas County,2016-2019,Race and Ethnicity,"Black, Non-Hispanic",75.1,55.9 to 94.3,30
DTaP,≥4 Doses,States/Local Areas,TX-Rest of state,2016-2019,Race and Ethnicity,"Black, Non-Hispanic",69.8,60.2 to 79.3,159
DTaP,≥4 Doses,States/Local Areas,Tennessee,2016-2019,Race and Ethnicity,"Black, Non-Hispanic",67.7,54.9 to 80.4,97
DTaP,≥4 Doses,States/Local Areas,Texas,2016-2019,Race and Ethnicity,"Black, Non-Hispanic",70.1,63.1 to 77.2,331
DTaP,≥4 Doses,States/Local Areas,Virginia,2016-2019,Race and Ethnicity,"Black, Non-Hispanic",86.9,79.3 to 94.6,120
DTaP,≥4 Doses,States/Local Areas,Washington,2016-2019,Race and Ethnicity,"Black, Non-Hispanic",84.2,71.4 to 97.1,44
DTaP,≥4 Doses,States/Local Areas,Wisconsin,2016-2019,Race and Ethnicity,"Black, Non-Hispanic",67.7,52.0 to 83.5,45
DTaP,≥4 Doses,States/Local Areas,Alabama,2016-2019,Race and Ethnicity,Hispanic,74.6,61.8 to 87.4,84
DTaP,≥4 Doses,States/Local Areas,Alaska,2016-2019,Race and Ethnicity,Hispanic,81.1,72.4 to 89.9,106
DTaP,≥4 Doses,States/Local Areas,Arizona,2016-2019,Race and Ethnicity,Hispanic,82.4,77.4 to 87.4,335
DTaP,≥4 Doses,States/Local Areas,Arkansas,2016-2019,Race and Ethnicity,Hispanic,76.3,68.4 to 84.1,189
DTaP,≥4 Doses,States/Local Areas,California,2016-2019,Race and Ethnicity,Hispanic,78.3,72.0 to 84.7,494
DTaP,≥4 Doses,States/Local Areas,Colorado,2016-2019,Race and Ethnicity,Hispanic,76.7,69.1 to 84.2,200
DTaP,≥4 Doses,States/Local Areas,Connecticut,2016-2019,Race and Ethnicity,Hispanic,85.2,79.4 to 91.0,200
DTaP,≥4 Doses,States/Local Areas,Delaware,2016-2019,Race and Ethnicity,Hispanic,82.2,75.9 to 88.5,202
DTaP,≥4 Doses,States/Local Areas,District of Columbia,2016-2019,Race and Ethnicity,Hispanic,82,74.2 to 89.7,228
DTaP,≥4 Doses,States/Local Areas,Florida,2016-2019,Race and Ethnicity,Hispanic,79.3,72.7 to 85.8,408
DTaP,≥4 Doses,States/Local Areas,Georgia,2016-2019,Race and Ethnicity,Hispanic,81.3,72.7 to 89.9,171
DTaP,≥4 Doses,States/Local Areas,Hawaii,2016-2019,Race and Ethnicity,Hispanic,72.5,63.9 to 81.2,167
DTaP,≥4 Doses,States/Local Areas,IL-City of Chicago,2016-2019,Race and Ethnicity,Hispanic,76.6,68.1 to 85.1,189
DTaP,≥4 Doses,States/Local Areas,IL-Rest of state,2016-2019,Race and Ethnicity,Hispanic,80.6,74.5 to 86.6,246
DTaP,≥4 Doses,States/Local Areas,Idaho,2016-2019,Race and Ethnicity,Hispanic,79.3,71.5 to 87.2,215
DTaP,≥4 Doses,States/Local Areas,Illinois,2016-2019,Race and Ethnicity,Hispanic,79.3,74.3 to 84.3,435
DTaP,≥4 Doses,States/Local Areas,Indiana,2016-2019,Race and Ethnicity,Hispanic,79.6,71.0 to 88.3,150
DTaP,≥4 Doses,States/Local Areas,Iowa,2016-2019,Race and Ethnicity,Hispanic,86.4,78.4 to 94.3,91
DTaP,≥4 Doses,States/Local Areas,Kansas,2016-2019,Race and Ethnicity,Hispanic,75,66.9 to 83.0,234
DTaP,≥4 Doses,States/Local Areas,Kentucky,2016-2019,Race and Ethnicity,Hispanic,71,56.4 to 85.6,75
DTaP,≥4 Doses,States/Local Areas,Louisiana,2016-2019,Race and Ethnicity,Hispanic,78.3,68.9 to 87.6,188
DTaP,≥4 Doses,States/Local Areas,Maine,2016-2019,Race and Ethnicity,Hispanic,84.6,73.4 to 95.7,42
DTaP,≥4 Doses,States/Local Areas,Maryland,2016-2019,Race and Ethnicity,Hispanic,76,69.7 to 82.4,471
DTaP,≥4 Doses,States/Local Areas,Massachusetts,2016-2019,Race and Ethnicity,Hispanic,87,81.0 to 93.1,187
DTaP,≥4 Doses,States/Local Areas,Michigan,2016-2019,Race and Ethnicity,Hispanic,81.6,72.2 to 91.1,120
DTaP,≥4 Doses,States/Local Areas,Minnesota,2016-2019,Race and Ethnicity,Hispanic,80.6,68.9 to 92.3,73
DTaP,≥4 Doses,States/Local Areas,Mississippi,2016-2019,Race and Ethnicity,Hispanic,63.7,47.5 to 79.8,97
DTaP,≥4 Doses,States/Local Areas,Missouri,2016-2019,Race and Ethnicity,Hispanic,75.4,64.0 to 86.7,107
DTaP,≥4 Doses,States/Local Areas,Montana,2016-2019,Race and Ethnicity,Hispanic,73.3,58.4 to 88.2,52
DTaP,≥4 Doses,States/Local Areas,NY-City of New York,2016-2019,Race and Ethnicity,Hispanic,78.4,72.6 to 84.2,410
DTaP,≥4 Doses,States/Local Areas,NY-Rest of state,2016-2019,Race and Ethnicity,Hispanic,80.1,71.5 to 88.7,156
DTaP,≥4 Doses,States/Local Areas,Nebraska,2016-2019,Race and Ethnicity,Hispanic,86.5,80.9 to 92.0,176
DTaP,≥4 Doses,States/Local Areas,Nevada,2016-2019,Race and Ethnicity,Hispanic,78.2,73.0 to 83.3,467
DTaP,≥4 Doses,States/Local Areas,New Hampshire,2016-2019,Race and Ethnicity,Hispanic,85.3,75.5 to 95.1,67
DTaP,≥4 Doses,States/Local Areas,New Jersey,2016-2019,Race and Ethnicity,Hispanic,75,67.5 to 82.4,276
DTaP,≥4 Doses,States/Local Areas,New Mexico,2016-2019,Race and Ethnicity,Hispanic,75.6,71.5 to 79.7,865
DTaP,≥4 Doses,States/Local Areas,New York,2016-2019,Race and Ethnicity,Hispanic,79.2,74.2 to 84.2,566
DTaP,≥4 Doses,States/Local Areas,North Carolina,2016-2019,Race and Ethnicity,Hispanic,84.1,76.4 to 91.7,194
DTaP,≥4 Doses,States/Local Areas,North Dakota,2016-2019,Race and Ethnicity,Hispanic,86.1,74.4 to 97.8,43
DTaP,≥4 Doses,States/Local Areas,Ohio,2016-2019,Race and Ethnicity,Hispanic,77.9,65.4 to 90.3,90
DTaP,≥4 Doses,States/Local Areas,Oklahoma,2016-2019,Race and Ethnicity,Hispanic,81.8,74.4 to 89.3,140
DTaP,≥4 Doses,States/Local Areas,Oregon,2016-2019,Race and Ethnicity,Hispanic,79.2,70.2 to 88.3,131
DTaP,≥4 Doses,States/Local Areas,PA-Philadelphia,2016-2019,Race and Ethnicity,Hispanic,88.6,82.5 to 94.8,184
DTaP,≥4 Doses,States/Local Areas,PA-Rest of state,2016-2019,Race and Ethnicity,Hispanic,85.5,78.0 to 93.1,170
DTaP,≥4 Doses,States/Local Areas,Pennsylvania,2016-2019,Race and Ethnicity,Hispanic,86.1,80.1 to 92.2,354
DTaP,≥4 Doses,States/Local Areas,Rhode Island,2016-2019,Race and Ethnicity,Hispanic,84.6,78.4 to 90.9,237
DTaP,≥4 Doses,States/Local Areas,South Carolina,2016-2019,Race and Ethnicity,Hispanic,76.4,65.9 to 86.9,138
DTaP,≥4 Doses,States/Local Areas,South Dakota,2016-2019,Race and Ethnicity,Hispanic,75.1,62.4 to 87.7,75
DTaP,≥4 Doses,States/Local Areas,TX-Bexar County,2016-2019,Race and Ethnicity,Hispanic,77.8,73.4 to 82.2,544
DTaP,≥4 Doses,States/Local Areas,TX-City of Houston,2016-2019,Race and Ethnicity,Hispanic,78.9,73.4 to 84.4,335
DTaP,≥4 Doses,States/Local Areas,TX-Dallas County,2016-2019,Race and Ethnicity,Hispanic,73.2,62.2 to 84.3,92
DTaP,≥4 Doses,States/Local Areas,TX-El Paso County,2016-2019,Race and Ethnicity,Hispanic,87.4,81.4 to 93.3,178
DTaP,≥4 Doses,States/Local Areas,TX-Rest of state,2016-2019,Race and Ethnicity,Hispanic,80.4,76.6 to 84.2,913
DTaP,≥4 Doses,States/Local Areas,Tennessee,2016-2019,Race and Ethnicity,Hispanic,69.9,59.2 to 80.6,187
DTaP,≥4 Doses,States/Local Areas,Texas,2016-2019,Race and Ethnicity,Hispanic,79.7,76.8 to 82.5,2285
DTaP,≥4 Doses,States/Local Areas,Utah,2016-2019,Race and Ethnicity,Hispanic,83.9,76.2 to 91.5,154
DTaP,≥4 Doses,States/Local Areas,Vermont,2016-2019,Race and Ethnicity,Hispanic,91,83.2 to 98.7,56
DTaP,≥4 Doses,States/Local Areas,Virginia,2016-2019,Race and Ethnicity,Hispanic,79.2,70.7 to 87.7,244
DTaP,≥4 Doses,States/Local Areas,Washington,2016-2019,Race and Ethnicity,Hispanic,82.2,75.6 to 88.9,298
DTaP,≥4 Doses,States/Local Areas,West Virginia,2016-2019,Race and Ethnicity,Hispanic,74.6,57.7 to 91.4,34
DTaP,≥4 Doses,States/Local Areas,Wisconsin,2016-2019,Race and Ethnicity,Hispanic,76.4,65.0 to 87.8,111
DTaP,≥4 Doses,States/Local Areas,Wyoming,2016-2019,Race and Ethnicity,Hispanic,77.3,68.7 to 85.9,141
DTaP,≥4 Doses,States/Local Areas,Alabama,2016-2019,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",81.5,72.1 to 90.8,90
DTaP,≥4 Doses,States/Local Areas,Alaska,2016-2019,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",72,65.9 to 78.1,341
DTaP,≥4 Doses,States/Local Areas,Arizona,2016-2019,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",83.7,74.8 to 92.7,133
DTaP,≥4 Doses,States/Local Areas,Arkansas,2016-2019,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",81.5,73.1 to 89.8,144
DTaP,≥4 Doses,States/Local Areas,California,2016-2019,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",81.4,73.0 to 89.9,413
DTaP,≥4 Doses,States/Local Areas,Colorado,2016-2019,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",77.1,64.4 to 89.8,96
DTaP,≥4 Doses,States/Local Areas,Connecticut,2016-2019,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",91,85.4 to 96.5,134
DTaP,≥4 Doses,States/Local Areas,Delaware,2016-2019,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",82.5,74.1 to 90.9,120
DTaP,≥4 Doses,States/Local Areas,District of Columbia,2016-2019,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",85.8,77.4 to 94.2,134
DTaP,≥4 Doses,States/Local Areas,Florida,2016-2019,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",79.8,69.8 to 89.9,154
DTaP,≥4 Doses,States/Local Areas,Georgia,2016-2019,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",74.2,63.4 to 85.1,147
DTaP,≥4 Doses,States/Local Areas,Hawaii,2016-2019,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",78.3,73.6 to 83.0,541
DTaP,≥4 Doses,States/Local Areas,IL-City of Chicago,2016-2019,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",88.9,79.8 to 98.0,77
DTaP,≥4 Doses,States/Local Areas,IL-Rest of state,2016-2019,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",80.5,73.1 to 87.8,196
DTaP,≥4 Doses,States/Local Areas,Idaho,2016-2019,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",73.1,58.5 to 87.7,91
