Vaccine,Dose,Geography Type,Geography,Birth Year/Birth Cohort,Dimension Type,Dimension,Estimate (%),95% CI (%),Sample Size
Hep B,"≥1 Dose, 3 Day (Birth Dose)",States/Local Areas,South Dakota,2016-2019,Urbanicity,Living In a MSA Principal City,85.2,80.7 to 89.7,378
Hep B,"≥1 Dose, 3 Day (Birth Dose)",States/Local Areas,TX-Bexar County,2016-2019,Urbanicity,Living In a MSA Principal City,78.9,75.3 to 82.4,754
Hep B,"≥1 Dose, 3 Day (Birth Dose)",States/Local Areas,TX-City of Houston,2016-2019,Urbanicity,Living In a MSA Principal City,82.2,78.4 to 86.1,673
Hep B,"≥1 Dose, 3 Day (Birth Dose)",States/Local Areas,TX-Dallas County,2016-2019,Urbanicity,Living In a MSA Principal City,81.1,73.6 to 88.5,144
Hep B,"≥1 Dose, 3 Day (Birth Dose)",States/Local Areas,Ohio,2016-2019,Urbanicity,Living In a MSA Principal City,70.9,65.7 to 76.1,455
Hep B,"≥1 Dose, 3 Day (Birth Dose)",States/Local Areas,Oklahoma,2016-2019,Urbanicity,Living In a MSA Principal City,75.1,68.9 to 81.2,261
Hep B,"≥1 Dose, 3 Day (Birth Dose)",States/Local Areas,Oregon,2016-2019,Urbanicity,Living In a MSA Principal City,84.2,80.1 to 88.3,485
Hep B,"≥1 Dose, 3 Day (Birth Dose)",States/Local Areas,PA-Philadelphia,2016-2019,Urbanicity,Living In a MSA Principal City,82.8,79.4 to 86.3,796
Hep B,"≥1 Dose, 3 Day (Birth Dose)",States/Local Areas,PA-Rest of state,2016-2019,Urbanicity,Living In a MSA Principal City,84.8,79.3 to 90.4,242
Hep B,"≥1 Dose, 3 Day (Birth Dose)",States/Local Areas,Pennsylvania,2016-2019,Urbanicity,Living In a MSA Principal City,83.9,80.5 to 87.4,1038
Hep B,"≥1 Dose, 3 Day (Birth Dose)",States/Local Areas,New Hampshire,2016-2019,Urbanicity,Living In a MSA Principal City,78,70.0 to 86.0,165
Hep B,"≥1 Dose, 3 Day (Birth Dose)",States/Local Areas,New Jersey,2016-2019,Urbanicity,Living In a MSA Principal City,71.2,60.8 to 81.7,134
Hep B,"≥1 Dose, 3 Day (Birth Dose)",States/Local Areas,New Mexico,2016-2019,Urbanicity,Living In a MSA Principal City,67.6,63.1 to 72.1,768
Hep B,"≥1 Dose, 3 Day (Birth Dose)",States/Local Areas,New York,2016-2019,Urbanicity,Living In a MSA Principal City,74.5,71.4 to 77.6,1621
Hep B,"≥1 Dose, 3 Day (Birth Dose)",States/Local Areas,North Carolina,2016-2019,Urbanicity,Living In a MSA Principal City,81.7,76.7 to 86.6,518
Hep B,"≥1 Dose, 3 Day (Birth Dose)",States/Local Areas,North Dakota,2016-2019,Urbanicity,Living In a MSA Principal City,83.2,77.1 to 89.3,334
Hep B,"≥1 Dose, 3 Day (Birth Dose)",States/Local Areas,Missouri,2016-2019,Urbanicity,Living In a MSA Principal City,81,76.5 to 85.5,547
Hep B,"≥1 Dose, 3 Day (Birth Dose)",States/Local Areas,Montana,2016-2019,Urbanicity,Living In a MSA Principal City,76.2,70.0 to 82.5,259
Hep B,"≥1 Dose, 3 Day (Birth Dose)",States/Local Areas,NY-City of New York,2016-2019,Urbanicity,Living In a MSA Principal City,73.4,70.2 to 76.7,1420
Hep B,"≥1 Dose, 3 Day (Birth Dose)",States/Local Areas,NY-Rest of state,2016-2019,Urbanicity,Living In a MSA Principal City,79.3,70.7 to 87.9,201
Hep B,"≥1 Dose, 3 Day (Birth Dose)",States/Local Areas,Nebraska,2016-2019,Urbanicity,Living In a MSA Principal City,85.2,81.4 to 89.0,460
Hep B,"≥1 Dose, 3 Day (Birth Dose)",States/Local Areas,Nevada,2016-2019,Urbanicity,Living In a MSA Principal City,79.2,75.8 to 82.5,940
Hep B,"≥1 Dose, 3 Day (Birth Dose)",States/Local Areas,Maine,2016-2019,Urbanicity,Living In a MSA Principal City,79.8,72.8 to 86.9,162
Hep B,"≥1 Dose, 3 Day (Birth Dose)",States/Local Areas,Maryland,2016-2019,Urbanicity,Living In a MSA Principal City,78.4,73.3 to 83.6,664
Hep B,"≥1 Dose, 3 Day (Birth Dose)",States/Local Areas,Massachusetts,2016-2019,Urbanicity,Living In a MSA Principal City,83.3,77.0 to 89.7,240
Hep B,"≥1 Dose, 3 Day (Birth Dose)",States/Local Areas,Michigan,2016-2019,Urbanicity,Living In a MSA Principal City,80.4,75.3 to 85.4,429
Hep B,"≥1 Dose, 3 Day (Birth Dose)",States/Local Areas,Minnesota,2016-2019,Urbanicity,Living In a MSA Principal City,76.3,70.6 to 82.1,444
Hep B,"≥1 Dose, 3 Day (Birth Dose)",States/Local Areas,Mississippi,2016-2019,Urbanicity,Living In a MSA Principal City,74.4,66.8 to 82.1,223
Hep B,"≥1 Dose, 3 Day (Birth Dose)",States/Local Areas,Illinois,2016-2019,Urbanicity,Living In a MSA Principal City,78.7,75.0 to 82.3,846
Hep B,"≥1 Dose, 3 Day (Birth Dose)",States/Local Areas,Indiana,2016-2019,Urbanicity,Living In a MSA Principal City,85.2,81.4 to 88.9,481
Hep B,"≥1 Dose, 3 Day (Birth Dose)",States/Local Areas,Iowa,2016-2019,Urbanicity,Living In a MSA Principal City,81.9,76.6 to 87.2,284
Hep B,"≥1 Dose, 3 Day (Birth Dose)",States/Local Areas,Kansas,2016-2019,Urbanicity,Living In a MSA Principal City,80.8,76.1 to 85.5,528
Hep B,"≥1 Dose, 3 Day (Birth Dose)",States/Local Areas,Kentucky,2016-2019,Urbanicity,Living In a MSA Principal City,81.9,75.8 to 87.9,340
Hep B,"≥1 Dose, 3 Day (Birth Dose)",States/Local Areas,Louisiana,2016-2019,Urbanicity,Living In a MSA Principal City,70.6,64.6 to 76.6,541
Hep B,"≥1 Dose, 3 Day (Birth Dose)",States/Local Areas,Florida,2016-2019,Urbanicity,Living In a MSA Principal City,61.5,55.5 to 67.4,703
Hep B,"≥1 Dose, 3 Day (Birth Dose)",States/Local Areas,Georgia,2016-2019,Urbanicity,Living In a MSA Principal City,77.2,71.1 to 83.3,393
Hep B,"≥1 Dose, 3 Day (Birth Dose)",States/Local Areas,Hawaii,2016-2019,Urbanicity,Living In a MSA Principal City,85.3,80.5 to 90.1,287
Hep B,"≥1 Dose, 3 Day (Birth Dose)",States/Local Areas,IL-City of Chicago,2016-2019,Urbanicity,Living In a MSA Principal City,80.8,76.7 to 84.8,586
Hep B,"≥1 Dose, 3 Day (Birth Dose)",States/Local Areas,IL-Rest of state,2016-2019,Urbanicity,Living In a MSA Principal City,75.5,68.7 to 82.3,260
Hep B,"≥1 Dose, 3 Day (Birth Dose)",States/Local Areas,Idaho,2016-2019,Urbanicity,Living In a MSA Principal City,72.6,67.0 to 78.1,519
Hep B,"≥1 Dose, 3 Day (Birth Dose)",States/Local Areas,Arkansas,2016-2019,Urbanicity,Living In a MSA Principal City,81.1,76.5 to 85.7,521
Hep B,"≥1 Dose, 3 Day (Birth Dose)",States/Local Areas,California,2016-2019,Urbanicity,Living In a MSA Principal City,71,65.3 to 76.7,859
Hep B,"≥1 Dose, 3 Day (Birth Dose)",States/Local Areas,Colorado,2016-2019,Urbanicity,Living In a MSA Principal City,81,76.4 to 85.6,503
Hep B,"≥1 Dose, 3 Day (Birth Dose)",States/Local Areas,Connecticut,2016-2019,Urbanicity,Living In a MSA Principal City,76.5,69.3 to 83.7,256
Hep B,"≥1 Dose, 3 Day (Birth Dose)",States/Local Areas,Delaware,2016-2019,Urbanicity,Living In a MSA Principal City,77.9,72.1 to 83.7,296
Hep B,"≥1 Dose, 3 Day (Birth Dose)",States/Local Areas,District of Columbia,2016-2019,Urbanicity,Living In a MSA Principal City,80.8,77.7 to 83.8,1155
Combined 7 Series,,States/Local Areas,Arizona,2016-2019,Urbanicity,Living In a MSA Non-Principal City,65,58.7 to 71.3,356
Combined 7 Series,,States/Local Areas,Arkansas,2016-2019,Urbanicity,Living In a MSA Non-Principal City,63,56.0 to 70.0,366
Combined 7 Series,,States/Local Areas,California,2016-2019,Urbanicity,Living In a MSA Non-Principal City,68.1,61.7 to 74.6,760
Hep B,"≥1 Dose, 3 Day (Birth Dose)",States/Local Areas,Alabama,2016-2019,Urbanicity,Living In a MSA Principal City,83.2,78.1 to 88.2,396
Hep B,"≥1 Dose, 3 Day (Birth Dose)",States/Local Areas,Alaska,2016-2019,Urbanicity,Living In a MSA Principal City,73.4,68.6 to 78.2,490
Hep B,"≥1 Dose, 3 Day (Birth Dose)",States/Local Areas,Arizona,2016-2019,Urbanicity,Living In a MSA Principal City,85.3,81.9 to 88.8,564
Combined 7 Series,,States/Local Areas,Washington,2016-2019,Urbanicity,Living In a MSA Principal City,68.3,63.5 to 73.0,858
Combined 7 Series,,States/Local Areas,West Virginia,2016-2019,Urbanicity,Living In a MSA Principal City,65.6,59.2 to 71.9,284
Combined 7 Series,,States/Local Areas,Wisconsin,2016-2019,Urbanicity,Living In a MSA Principal City,73.9,67.9 to 80.0,376
Combined 7 Series,,States/Local Areas,Wyoming,2016-2019,Urbanicity,Living In a MSA Principal City,75.4,69.5 to 81.4,289
Combined 7 Series,,States/Local Areas,Alabama,2016-2019,Urbanicity,Living In a MSA Non-Principal City,67.6,60.6 to 74.5,370
Combined 7 Series,,States/Local Areas,Alaska,2016-2019,Urbanicity,Living In a MSA Non-Principal City,53.5,44.8 to 62.2,173
Combined 7 Series,,States/Local Areas,Tennessee,2016-2019,Urbanicity,Living In a MSA Principal City,64.6,58.8 to 70.4,594
Combined 7 Series,,States/Local Areas,Texas,2016-2019,Urbanicity,Living In a MSA Principal City,68.4,65.4 to 71.3,2786
Combined 7 Series,,States/Local Areas,Utah,2016-2019,Urbanicity,Living In a MSA Principal City,73.2,67.1 to 79.4,366
Combined 7 Series,,States/Local Areas,Vermont,2016-2019,Urbanicity,Living In a MSA Principal City,81,72.6 to 89.5,115
Combined 7 Series,,States/Local Areas,Virginia,2016-2019,Urbanicity,Living In a MSA Principal City,74.8,69.0 to 80.6,740
Combined 7 Series,,States/Local Areas,South Dakota,2016-2019,Urbanicity,Living In a MSA Principal City,68.9,62.7 to 75.1,378
Combined 7 Series,,States/Local Areas,TX-Bexar County,2016-2019,Urbanicity,Living In a MSA Principal City,68.7,64.6 to 72.8,754
Combined 7 Series,,States/Local Areas,TX-City of Houston,2016-2019,Urbanicity,Living In a MSA Principal City,71.2,66.6 to 75.7,673
Combined 7 Series,,States/Local Areas,TX-Dallas County,2016-2019,Urbanicity,Living In a MSA Principal City,63.5,53.5 to 73.5,144
Combined 7 Series,,States/Local Areas,TX-El Paso County,2016-2019,Urbanicity,Living In a MSA Principal City,72.4,64.3 to 80.5,184
Combined 7 Series,,States/Local Areas,TX-Rest of state,2016-2019,Urbanicity,Living In a MSA Principal City,67.1,62.1 to 72.2,799
Combined 7 Series,,States/Local Areas,Oregon,2016-2019,Urbanicity,Living In a MSA Principal City,72.2,66.8 to 77.5,485
Combined 7 Series,,States/Local Areas,PA-Philadelphia,2016-2019,Urbanicity,Living In a MSA Principal City,75.3,71.4 to 79.2,796
Combined 7 Series,,States/Local Areas,PA-Rest of state,2016-2019,Urbanicity,Living In a MSA Principal City,77.5,70.5 to 84.5,242
Combined 7 Series,,States/Local Areas,Pennsylvania,2016-2019,Urbanicity,Living In a MSA Principal City,76.5,72.3 to 80.8,1038
Combined 7 Series,,States/Local Areas,Rhode Island,2016-2019,Urbanicity,Living In a MSA Principal City,74.6,67.7 to 81.4,260
Combined 7 Series,,States/Local Areas,South Carolina,2016-2019,Urbanicity,Living In a MSA Principal City,70.4,63.9 to 76.8,374
Combined 7 Series,,States/Local Areas,New Mexico,2016-2019,Urbanicity,Living In a MSA Principal City,70,65.4 to 74.6,768
Combined 7 Series,,States/Local Areas,New York,2016-2019,Urbanicity,Living In a MSA Principal City,66.7,63.2 to 70.1,1621
Combined 7 Series,,States/Local Areas,North Carolina,2016-2019,Urbanicity,Living In a MSA Principal City,78,72.6 to 83.4,518
Combined 7 Series,,States/Local Areas,North Dakota,2016-2019,Urbanicity,Living In a MSA Principal City,77.1,70.6 to 83.6,334
Combined 7 Series,,States/Local Areas,Ohio,2016-2019,Urbanicity,Living In a MSA Principal City,70.7,64.9 to 76.5,455
Combined 7 Series,,States/Local Areas,Oklahoma,2016-2019,Urbanicity,Living In a MSA Principal City,68.8,62.2 to 75.4,261
Combined 7 Series,,States/Local Areas,NY-City of New York,2016-2019,Urbanicity,Living In a MSA Principal City,66.8,63.3 to 70.4,1420
Combined 7 Series,,States/Local Areas,NY-Rest of state,2016-2019,Urbanicity,Living In a MSA Principal City,66.1,56.0 to 76.2,201
Combined 7 Series,,States/Local Areas,Nebraska,2016-2019,Urbanicity,Living In a MSA Principal City,81.1,76.9 to 85.4,460
Combined 7 Series,,States/Local Areas,Nevada,2016-2019,Urbanicity,Living In a MSA Principal City,70.5,66.5 to 74.4,940
Combined 7 Series,,States/Local Areas,New Hampshire,2016-2019,Urbanicity,Living In a MSA Principal City,72.2,63.5 to 81.0,165
Combined 7 Series,,States/Local Areas,New Jersey,2016-2019,Urbanicity,Living In a MSA Principal City,60.8,49.7 to 71.9,134
Combined 7 Series,,States/Local Areas,Massachusetts,2016-2019,Urbanicity,Living In a MSA Principal City,81.2,74.0 to 88.4,240
Combined 7 Series,,States/Local Areas,Michigan,2016-2019,Urbanicity,Living In a MSA Principal City,70.8,64.6 to 77.1,429
Combined 7 Series,,States/Local Areas,Minnesota,2016-2019,Urbanicity,Living In a MSA Principal City,68.9,62.4 to 75.3,444
Combined 7 Series,,States/Local Areas,Mississippi,2016-2019,Urbanicity,Living In a MSA Principal City,72,63.4 to 80.6,223
Combined 7 Series,,States/Local Areas,Missouri,2016-2019,Urbanicity,Living In a MSA Principal City,72.2,66.9 to 77.5,547
Combined 7 Series,,States/Local Areas,Montana,2016-2019,Urbanicity,Living In a MSA Principal City,62.7,55.6 to 69.9,259
Combined 7 Series,,States/Local Areas,Iowa,2016-2019,Urbanicity,Living In a MSA Principal City,75.3,69.0 to 81.6,284
Combined 7 Series,,States/Local Areas,Kansas,2016-2019,Urbanicity,Living In a MSA Principal City,67.2,61.3 to 73.1,528
Combined 7 Series,,States/Local Areas,Kentucky,2016-2019,Urbanicity,Living In a MSA Principal City,77.3,71.1 to 83.5,340
Combined 7 Series,,States/Local Areas,Louisiana,2016-2019,Urbanicity,Living In a MSA Principal City,67.1,61.0 to 73.2,541
Combined 7 Series,,States/Local Areas,Maine,2016-2019,Urbanicity,Living In a MSA Principal City,77.4,70.0 to 84.8,162
Combined 7 Series,,States/Local Areas,Maryland,2016-2019,Urbanicity,Living In a MSA Principal City,74.8,69.3 to 80.3,664
Combined 7 Series,,States/Local Areas,Hawaii,2016-2019,Urbanicity,Living In a MSA Principal City,74.4,68.0 to 80.8,287
Combined 7 Series,,States/Local Areas,IL-City of Chicago,2016-2019,Urbanicity,Living In a MSA Principal City,71,65.5 to 76.4,586
Combined 7 Series,,States/Local Areas,IL-Rest of state,2016-2019,Urbanicity,Living In a MSA Principal City,69.4,62.0 to 76.9,260
Combined 7 Series,,States/Local Areas,Idaho,2016-2019,Urbanicity,Living In a MSA Principal City,72.1,66.7 to 77.5,519
Combined 7 Series,,States/Local Areas,Illinois,2016-2019,Urbanicity,Living In a MSA Principal City,70.3,65.9 to 74.8,846
Combined 7 Series,,States/Local Areas,Indiana,2016-2019,Urbanicity,Living In a MSA Principal City,68.7,63.3 to 74.0,481
Combined 7 Series,,States/Local Areas,Colorado,2016-2019,Urbanicity,Living In a MSA Principal City,71,65.2 to 76.7,503
Combined 7 Series,,States/Local Areas,Connecticut,2016-2019,Urbanicity,Living In a MSA Principal City,80.7,74.5 to 86.9,256
Combined 7 Series,,States/Local Areas,Delaware,2016-2019,Urbanicity,Living In a MSA Principal City,72.2,65.7 to 78.7,296
Combined 7 Series,,States/Local Areas,District of Columbia,2016-2019,Urbanicity,Living In a MSA Principal City,70.5,66.7 to 74.2,1155
Combined 7 Series,,States/Local Areas,Florida,2016-2019,Urbanicity,Living In a MSA Principal City,68.7,62.9 to 74.4,703
Combined 7 Series,,States/Local Areas,Georgia,2016-2019,Urbanicity,Living In a MSA Principal City,66,58.9 to 73.0,393
Polio,≥3 Doses,States/Local Areas,Wyoming,2016-2019,Urbanicity,Living In a Non-MSA,92.1,89.4 to 94.9,640
Combined 7 Series,,States/Local Areas,Alabama,2016-2019,Urbanicity,Living In a MSA Principal City,73.5,67.4 to 79.5,396
Combined 7 Series,,States/Local Areas,Alaska,2016-2019,Urbanicity,Living In a MSA Principal City,69.8,64.7 to 75.0,490
Combined 7 Series,,States/Local Areas,Arizona,2016-2019,Urbanicity,Living In a MSA Principal City,72,67.1 to 76.9,564
Combined 7 Series,,States/Local Areas,Arkansas,2016-2019,Urbanicity,Living In a MSA Principal City,69.4,63.6 to 75.2,521
Combined 7 Series,,States/Local Areas,California,2016-2019,Urbanicity,Living In a MSA Principal City,65.6,59.2 to 72.1,859
Polio,≥3 Doses,States/Local Areas,Utah,2016-2019,Urbanicity,Living In a Non-MSA,83.7,71.9 to 95.4,71
Polio,≥3 Doses,States/Local Areas,Vermont,2016-2019,Urbanicity,Living In a Non-MSA,93.8,91.6 to 96.0,673
Polio,≥3 Doses,States/Local Areas,Virginia,2016-2019,Urbanicity,Living In a Non-MSA,91.4,83.1 to 99.8,51
Polio,≥3 Doses,States/Local Areas,Washington,2016-2019,Urbanicity,Living In a Non-MSA,90.9,84.0 to 97.9,132
Polio,≥3 Doses,States/Local Areas,West Virginia,2016-2019,Urbanicity,Living In a Non-MSA,93,90.0 to 96.0,329
Polio,≥3 Doses,States/Local Areas,Wisconsin,2016-2019,Urbanicity,Living In a Non-MSA,84.9,77.9 to 92.0,178
Polio,≥3 Doses,States/Local Areas,TX-Rest of state,2016-2019,Urbanicity,Living In a Non-MSA,89.9,84.8 to 95.0,225
Polio,≥3 Doses,States/Local Areas,Tennessee,2016-2019,Urbanicity,Living In a Non-MSA,86.6,77.7 to 95.4,196
Polio,≥3 Doses,States/Local Areas,Texas,2016-2019,Urbanicity,Living In a Non-MSA,89.9,84.8 to 95.0,225
Polio,≥3 Doses,States/Local Areas,Pennsylvania,2016-2019,Urbanicity,Living In a Non-MSA,95.2,87.1 to 100.0,51
Polio,≥3 Doses,States/Local Areas,South Carolina,2016-2019,Urbanicity,Living In a Non-MSA,84.8,75.3 to 94.2,80
Polio,≥3 Doses,States/Local Areas,South Dakota,2016-2019,Urbanicity,Living In a Non-MSA,94.1,91.4 to 96.9,632
Polio,≥3 Doses,States/Local Areas,North Dakota,2016-2019,Urbanicity,Living In a Non-MSA,93,90.1 to 95.9,489
Polio,≥3 Doses,States/Local Areas,Ohio,2016-2019,Urbanicity,Living In a Non-MSA,91.5,86.8 to 96.2,187
Polio,≥3 Doses,States/Local Areas,Oklahoma,2016-2019,Urbanicity,Living In a Non-MSA,87.2,82.0 to 92.3,271
Polio,≥3 Doses,States/Local Areas,Oregon,2016-2019,Urbanicity,Living In a Non-MSA,87.1,78.3 to 95.9,127
Polio,≥3 Doses,States/Local Areas,PA-Rest of state,2016-2019,Urbanicity,Living In a Non-MSA,95.2,87.1 to 100.0,51
Polio,≥3 Doses,States/Local Areas,Nevada,2016-2019,Urbanicity,Living In a Non-MSA,92.8,87.7 to 97.9,119
Polio,≥3 Doses,States/Local Areas,New Hampshire,2016-2019,Urbanicity,Living In a Non-MSA,96.2,93.5 to 98.9,339
Polio,≥3 Doses,States/Local Areas,New Mexico,2016-2019,Urbanicity,Living In a Non-MSA,93.1,89.5 to 96.6,399
Polio,≥3 Doses,States/Local Areas,New York,2016-2019,Urbanicity,Living In a Non-MSA,95.4,89.5 to 100.0,101
Polio,≥3 Doses,States/Local Areas,North Carolina,2016-2019,Urbanicity,Living In a Non-MSA,95,90.9 to 99.1,140
Polio,≥3 Doses,States/Local Areas,Mississippi,2016-2019,Urbanicity,Living In a Non-MSA,91.9,88.6 to 95.3,509
Polio,≥3 Doses,States/Local Areas,Missouri,2016-2019,Urbanicity,Living In a Non-MSA,79.9,73.1 to 86.6,252
Polio,≥3 Doses,States/Local Areas,Montana,2016-2019,Urbanicity,Living In a Non-MSA,92.2,89.7 to 94.8,590
Polio,≥3 Doses,States/Local Areas,NY-Rest of state,2016-2019,Urbanicity,Living In a Non-MSA,95.4,89.5 to 100.0,101
Polio,≥3 Doses,States/Local Areas,Nebraska,2016-2019,Urbanicity,Living In a Non-MSA,93.9,90.7 to 97.0,307
Polio,≥3 Doses,States/Local Areas,Louisiana,2016-2019,Urbanicity,Living In a Non-MSA,86.5,76.7 to 96.4,172
Polio,≥3 Doses,States/Local Areas,Maine,2016-2019,Urbanicity,Living In a Non-MSA,94.3,91.5 to 97.0,349
Polio,≥3 Doses,States/Local Areas,Maryland,2016-2019,Urbanicity,Living In a Non-MSA,96.5,90.0 to 100.0,35
Polio,≥3 Doses,States/Local Areas,Michigan,2016-2019,Urbanicity,Living In a Non-MSA,90.5,85.4 to 95.7,219
Polio,≥3 Doses,States/Local Areas,Minnesota,2016-2019,Urbanicity,Living In a Non-MSA,97.1,94.5 to 99.7,200
Polio,≥3 Doses,States/Local Areas,Idaho,2016-2019,Urbanicity,Living In a Non-MSA,93.9,90.8 to 97.0,331
Polio,≥3 Doses,States/Local Areas,Illinois,2016-2019,Urbanicity,Living In a Non-MSA,94.3,89.2 to 99.4,128
Polio,≥3 Doses,States/Local Areas,Indiana,2016-2019,Urbanicity,Living In a Non-MSA,91.4,86.3 to 96.6,178
Polio,≥3 Doses,States/Local Areas,Iowa,2016-2019,Urbanicity,Living In a Non-MSA,97.2,95.1 to 99.4,276
Polio,≥3 Doses,States/Local Areas,Kansas,2016-2019,Urbanicity,Living In a Non-MSA,88.8,83.7 to 93.9,366
Polio,≥3 Doses,States/Local Areas,Kentucky,2016-2019,Urbanicity,Living In a Non-MSA,92.8,88.5 to 97.0,242
Polio,≥3 Doses,States/Local Areas,Georgia,2016-2019,Urbanicity,Living In a Non-MSA,94.6,89.6 to 99.6,99
Polio,≥3 Doses,States/Local Areas,Hawaii,2016-2019,Urbanicity,Living In a Non-MSA,87.9,82.2 to 93.6,175
Polio,≥3 Doses,States/Local Areas,IL-Rest of state,2016-2019,Urbanicity,Living In a Non-MSA,94.3,89.2 to 99.4,128
Polio,≥3 Doses,States/Local Areas,Arizona,2016-2019,Urbanicity,Living In a Non-MSA,91.3,80.7 to 100.0,45
Polio,≥3 Doses,States/Local Areas,Arkansas,2016-2019,Urbanicity,Living In a Non-MSA,92.7,89.1 to 96.3,437
Polio,≥3 Doses,States/Local Areas,California,2016-2019,Urbanicity,Living In a Non-MSA,94.4,86.4 to 100.0,30
Polio,≥3 Doses,States/Local Areas,Colorado,2016-2019,Urbanicity,Living In a Non-MSA,94.4,89.3 to 99.5,94
Polio,≥3 Doses,States/Local Areas,Connecticut,2016-2019,Urbanicity,Living In a Non-MSA,100,,31
Polio,≥3 Doses,States/Local Areas,Washington,2016-2019,Urbanicity,Living In a MSA Non-Principal City,90.7,86.7 to 94.7,554
Polio,≥3 Doses,States/Local Areas,West Virginia,2016-2019,Urbanicity,Living In a MSA Non-Principal City,95,92.2 to 97.7,307
Polio,≥3 Doses,States/Local Areas,Wisconsin,2016-2019,Urbanicity,Living In a MSA Non-Principal City,94.6,91.7 to 97.6,329
Polio,≥3 Doses,States/Local Areas,Alabama,2016-2019,Urbanicity,Living In a Non-MSA,96.2,92.4 to 100.0,174
Polio,≥3 Doses,States/Local Areas,Alaska,2016-2019,Urbanicity,Living In a Non-MSA,89,84.4 to 93.6,269
Polio,≥3 Doses,States/Local Areas,Tennessee,2016-2019,Urbanicity,Living In a MSA Non-Principal City,94.2,90.6 to 97.9,386
Polio,≥3 Doses,States/Local Areas,Texas,2016-2019,Urbanicity,Living In a MSA Non-Principal City,90.1,87.5 to 92.6,1538
Polio,≥3 Doses,States/Local Areas,Utah,2016-2019,Urbanicity,Living In a MSA Non-Principal City,95.5,93.7 to 97.4,591
Polio,≥3 Doses,States/Local Areas,Vermont,2016-2019,Urbanicity,Living In a MSA Non-Principal City,94.9,92.2 to 97.7,335
Polio,≥3 Doses,States/Local Areas,Virginia,2016-2019,Urbanicity,Living In a MSA Non-Principal City,93.7,90.4 to 97.1,847
Polio,≥3 Doses,States/Local Areas,South Dakota,2016-2019,Urbanicity,Living In a MSA Non-Principal City,91.3,84.6 to 98.1,165
Polio,≥3 Doses,States/Local Areas,TX-Bexar County,2016-2019,Urbanicity,Living In a MSA Non-Principal City,90.8,82.2 to 99.4,69
Polio,≥3 Doses,States/Local Areas,TX-Dallas County,2016-2019,Urbanicity,Living In a MSA Non-Principal City,84.2,73.1 to 95.2,68
Polio,≥3 Doses,States/Local Areas,TX-Rest of state,2016-2019,Urbanicity,Living In a MSA Non-Principal City,90.1,87.5 to 92.7,1282
Polio,≥3 Doses,States/Local Areas,Oregon,2016-2019,Urbanicity,Living In a MSA Non-Principal City,92.5,88.3 to 96.7,236
Polio,≥3 Doses,States/Local Areas,PA-Rest of state,2016-2019,Urbanicity,Living In a MSA Non-Principal City,95.1,92.9 to 97.4,1122
Polio,≥3 Doses,States/Local Areas,Pennsylvania,2016-2019,Urbanicity,Living In a MSA Non-Principal City,95.1,92.9 to 97.4,1122
Polio,≥3 Doses,States/Local Areas,Rhode Island,2016-2019,Urbanicity,Living In a MSA Non-Principal City,97.4,95.9 to 98.9,606
Polio,≥3 Doses,States/Local Areas,South Carolina,2016-2019,Urbanicity,Living In a MSA Non-Principal City,95.1,92.5 to 97.6,508
Polio,≥3 Doses,States/Local Areas,New Mexico,2016-2019,Urbanicity,Living In a MSA Non-Principal City,92.5,88.3 to 96.7,329
Polio,≥3 Doses,States/Local Areas,New York,2016-2019,Urbanicity,Living In a MSA Non-Principal City,93.1,89.8 to 96.4,580
Polio,≥3 Doses,States/Local Areas,North Carolina,2016-2019,Urbanicity,Living In a MSA Non-Principal City,94.7,91.3 to 98.1,428
Polio,≥3 Doses,States/Local Areas,North Dakota,2016-2019,Urbanicity,Living In a MSA Non-Principal City,95.8,92.7 to 98.9,164
Polio,≥3 Doses,States/Local Areas,Ohio,2016-2019,Urbanicity,Living In a MSA Non-Principal City,90,85.4 to 94.6,568
Polio,≥3 Doses,States/Local Areas,Oklahoma,2016-2019,Urbanicity,Living In a MSA Non-Principal City,91,87.0 to 95.0,339
Polio,≥3 Doses,States/Local Areas,NY-Rest of state,2016-2019,Urbanicity,Living In a MSA Non-Principal City,93.1,89.8 to 96.4,580
Polio,≥3 Doses,States/Local Areas,Nebraska,2016-2019,Urbanicity,Living In a MSA Non-Principal City,95.9,91.9 to 99.9,166
Polio,≥3 Doses,States/Local Areas,Nevada,2016-2019,Urbanicity,Living In a MSA Non-Principal City,92.9,88.1 to 97.6,208
Polio,≥3 Doses,States/Local Areas,New Hampshire,2016-2019,Urbanicity,Living In a MSA Non-Principal City,97.5,95.9 to 99.2,384
≥1 Dose Varicella,,HHS Regions/National,United States,2016-2019,Urbanicity,Living In a Non-MSA,88.9,87.8 to 90.0,10973
≥1 Dose Varicella,,HHS Regions/National,United States,2016-2019,Urbanicity,Living In a MSA Non-Principal City,90.8,89.9 to 91.6,24947
Hep B,"≥1 Dose, 3 Day (Birth Dose)",HHS Regions/National,United States,2016-2019,Urbanicity,Living In a MSA Principal City,76.7,75.6 to 77.8,27529
Combined 7 Series,,HHS Regions/National,United States,2016-2019,Urbanicity,Living In a MSA Principal City,69.7,68.5 to 71.0,27529
Polio,≥3 Doses,HHS Regions/National,United States,2016-2019,Urbanicity,Living In a Non-MSA,91.7,90.8 to 92.7,10973
Polio,≥3 Doses,HHS Regions/National,United States,2016-2019,Urbanicity,Living In a MSA Non-Principal City,92.8,92.1 to 93.6,24947
